6.47E-08,0.92039801
7.58E-08,0.9194029851
7.38E-08,0.9194029851
6.77E-08,0.9194029851
7.48E-08,0.9184079602
7.34E-08,0.9184079602
7.04E-08,0.9184079602
6.87E-08,0.9184079602
6.55E-08,0.9184079602
7.27E-08,0.9174129353
0.000000069,0.9174129353
6.69E-08,0.9174129353
6.66E-08,0.9174129353
7.76E-08,0.9164179104
7.63E-08,0.9164179104
7.61E-08,0.9164179104
7.59E-08,0.9164179104
7.52E-08,0.9164179104
7.44E-08,0.9164179104
7.32E-08,0.9164179104
7.01E-08,0.9164179104
6.79E-08,0.9164179104
6.59E-08,0.9164179104
7.72E-08,0.9154228856
7.69E-08,0.9154228856
7.43E-08,0.9154228856
7.33E-08,0.9154228856
7.05E-08,0.9154228856
6.65E-08,0.9154228856
6.56E-08,0.9154228856
6.48E-08,0.9154228856
7.45E-08,0.9144278607
7.28E-08,0.9144278607
7.18E-08,0.9144278607
7.13E-08,0.9144278607
0.000000071,0.9144278607
6.99E-08,0.9144278607
6.97E-08,0.9144278607
6.96E-08,0.9144278607
6.94E-08,0.9144278607
6.84E-08,0.9144278607
6.78E-08,0.9144278607
6.52E-08,0.9144278607
6.45E-08,0.9144278607
7.75E-08,0.9134328358
7.68E-08,0.9134328358
7.67E-08,0.9134328358
0.000000076,0.9134328358
7.51E-08,0.9134328358
7.47E-08,0.9134328358
7.42E-08,0.9134328358
7.22E-08,0.9134328358
7.17E-08,0.9134328358
7.16E-08,0.9134328358
7.14E-08,0.9134328358
7.66E-08,0.9124378109
7.64E-08,0.9124378109
7.62E-08,0.9124378109
7.41E-08,0.9124378109
7.21E-08,0.9124378109
0.000000072,0.9124378109
7.08E-08,0.9124378109
7.03E-08,0.9124378109
0.00000007,0.9124378109
6.86E-08,0.9124378109
6.81E-08,0.9124378109
6.76E-08,0.9124378109
0.000000067,0.9124378109
6.68E-08,0.9124378109
6.63E-08,0.9124378109
0.000000077,0.9114427861
7.65E-08,0.9114427861
7.46E-08,0.9114427861
7.35E-08,0.9114427861
7.31E-08,0.9114427861
7.26E-08,0.9114427861
7.24E-08,0.9114427861
7.12E-08,0.9114427861
6.67E-08,0.9114427861
6.64E-08,0.9114427861
6.61E-08,0.9114427861
6.57E-08,0.9114427861
6.51E-08,0.9114427861
6.46E-08,0.9114427861
7.73E-08,0.9104477612
7.54E-08,0.9104477612
7.53E-08,0.9104477612
0.000000075,0.9104477612
7.49E-08,0.9104477612
7.19E-08,0.9104477612
7.15E-08,0.9104477612
7.07E-08,0.9104477612
6.95E-08,0.9104477612
6.89E-08,0.9104477612
6.88E-08,0.9104477612
0.000000068,0.9104477612
6.75E-08,0.9104477612
6.53E-08,0.9104477612
7.71E-08,0.9094527363
7.56E-08,0.9094527363
7.36E-08,0.9094527363
7.29E-08,0.9094527363
6.98E-08,0.9094527363
6.71E-08,0.9094527363
7.57E-08,0.9084577114
7.37E-08,0.9084577114
6.91E-08,0.9084577114
6.85E-08,0.9084577114
6.62E-08,0.9084577114
0.000000066,0.9084577114
6.58E-08,0.9084577114
6.54E-08,0.9084577114
6.49E-08,0.9084577114
7.74E-08,0.9074626866
7.55E-08,0.9074626866
0.000000074,0.9074626866
7.23E-08,0.9074626866
7.11E-08,0.9074626866
7.09E-08,0.9074626866
7.02E-08,0.9074626866
6.74E-08,0.9074626866
0.000000073,0.9064676617
6.83E-08,0.9064676617
6.82E-08,0.9064676617
6.72E-08,0.9064676617
7.39E-08,0.9054726368
7.25E-08,0.9054726368
7.06E-08,0.9054726368
6.93E-08,0.9054726368
0.000000065,0.9054726368
6.92E-08,0.9034825871
6.73E-08,0.9024875622
